Rk,Player,Nation,Pos,Squad,AGE,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
301,Micael,br BRA,DF,Palmeiras,24.72876712,2000,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0
302,Michael,br BRA,FW,Flamengo,29.14794521,1996,6,4,281,3.1,0,2,2,0,0,0,0,0,0.6,0.6,1.5,2.2,9,14,50,0,0.64,0.64,0,0.64,0.2,0.49,0.69,0.2,0.69
303,Fernando Miguel,br BRA,GK,Ceará,40.25205479,1985,4,3,297,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Moises,br BRA,"FW,MF",Fortaleza,28.67123288,1996,3,2,140,1.6,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,5,2,12,0,0.64,0.64,0,0.64,0.13,0.17,0.3,0.13,0.3
305,Miguel Monsalve,co COL,"MF,FW",Grêmio,21.18356164,2004,5,1,165,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,9,7,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12
306,Aníbal Moreno,ar ARG,MF,Palmeiras,25.97808219,1999,6,2,246,2.7,0,0,0,0,0,0,0,0,0,0,0.4,0.4,2,3,2,0,0,0,0,0,0.01,0.15,0.16,0.01,0.16
307,Henry Mosquera,co COL,FW,RB Bragantino,23.46849315,2001,5,3,289,3.2,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,23,12,32,0,0,0,0,0,0.24,0.1,0.34,0.24,0.34
308,Gustavo Mosquito,br BRA,FW,Vitória,27.65753425,1997,5,5,295,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,13,11,25,0,0.31,0.31,0,0.31,0.07,0.09,0.17,0.07,0.17
309,Hugo Moura,br BRA,MF,Vasco da Gama,27.33424658,1998,7,6,556,6.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,4,19,3,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
310,Lucas Moura,br BRA,FW,São Paulo,32.7260274,1992,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,Neto Moura,br BRA,MF,Mirassol,28.74520548,1996,5,5,380,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,29,6,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
312,Lucas Mugni,ar ARG,MF,Ceará,33.30958904,1992,6,6,403,4.5,0,3,3,0,0,0,1,0,0.2,0.2,1.1,1.3,5,20,13,0,0.67,0.67,0,0.67,0.05,0.25,0.3,0.05,0.3
313,Alex Muralha,br BRA,GK,Mirassol,35.48219178,1989,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
314,Nata,br BRA,MF,Juventude,23.91506849,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Natanael,br BRA,DF,Atlético Mineiro,23.32876712,2002,6,5,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,7,15,29,0,0,0,0,0,0.01,0.12,0.13,0.01,0.13
316,Nathan,br BRA,DF,Internacional,23.6630137,2001,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,5,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06
317,Nathan,br BRA,FW,Grêmio,29.14520548,1996,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,1,2,0,0,0,0,0,0,0.11,0.06,0.17,0.11,0.17
318,Kaiky Naves,br BRA,DF,Palmeiras,22.99178082,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Negueba,br BRA,FW,Mirassol,25.41917808,1999,3,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,6,12,0,0,0,0,0,0.07,0.15,0.22,0.07,0.22
320,Nenê,br BRA,MF,Juventude,43.79452055,1981,2,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,2,6,0,0,0,0,0,0.25,0.45,0.7,0.25,0.7
321,Neris,br BRA,DF,Vitória,32.88219178,1992,2,2,134,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
322,Rodrigo Nestor,br BRA,MF,Bahia,24.7369863,2000,3,2,131,1.5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,6,4,0,0,0,0,0,0.02,0.19,0.21,0.02,0.21
323,Newton,br BRA,MF,Botafogo (RJ),25.14794521,2000,3,1,113,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
324,Neymar,br BRA,MF,Santos,33.24383562,1992,2,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0.1,5,5,5,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
325,Nicolas,br BRA,"DF,FW",Ceará,28.19178082,1997,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35
326,Nonato,br BRA,MF,Fluminense,27.17260274,1998,4,0,119,1.3,0,0,0,0,0,0,1,0,0,0,0,0,2,4,4,0,0,0,0,0,0.03,0,0.03,0.03,0.03
327,Sérgio Oliveira,pt POR,MF,Sport Recife,32.92328767,1992,4,4,333,3.7,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.7,7,20,5,0.27,0,0.27,0.27,0.27,0.12,0.07,0.19,0.12,0.19
328,Cauly Oliveira Souza,br BRA,"FW,MF",Bahia,29.63561644,1995,6,3,285,3.2,1,2,3,1,0,0,1,0,1.2,1.2,0.3,1.6,9,15,16,0.32,0.63,0.95,0.32,0.95,0.39,0.11,0.5,0.39,0.5
329,Cristian Olivera,uy URU,FW,Grêmio,23.04931507,2002,4,4,339,3.8,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.4,17,8,34,0.27,0,0.27,0.27,0.27,0.33,0.04,0.37,0.33,0.37
330,Christian Ortiz,ar ARG,MF,Sport Recife,32.70684932,1992,3,0,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,6,5,0,0,0,0,0,0.15,0,0.15,0.15,0.15
331,Leo Ortiz,br BRA,DF,Flamengo,29.33424658,1996,6,6,540,6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,7,52,1,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03
332,Osvaldo,br BRA,"FW,MF",Vitória,38.06575342,1987,3,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,4,6,0,0,0,0,0,0.15,0,0.15,0.15,0.15
333,Luis Otávio,br BRA,MF,Internacional,18.0630137,2007,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,Pablo,br BRA,FW,Sport Recife,32.86575342,1992,4,4,262,2.9,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.3,1,4,12,0.34,0,0.34,0.34,0.34,0.04,0.05,0.09,0.04,0.09
335,Ruan Pablo,br BRA,FW,Bahia,16.78356164,2008,1,0,9,0.1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,1,3,0,0,0,0,0,3.53,0,3.53,3.53,3.53
336,Bruno Pacheco,br BRA,DF,Fortaleza,33.40547945,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.02,0.02,0,0.02
337,Gonçalo Paciência,pt POR,FW,Sport Recife,30.75890411,1994,2,1,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,2,2,0,0,0,0,0,0.27,0.06,0.33,0.27,0.33
338,Alan Patrick,br BRA,"MF,FW",Internacional,33.97808219,1991,6,6,469,5.2,2,4,6,1,1,1,2,0,1.4,0.6,3.2,3.8,6,31,14,0.38,0.77,1.15,0.19,0.96,0.27,0.61,0.89,0.12,0.74
339,Jair Paula,br BRA,DF,Botafogo (RJ),20.16164384,2005,7,7,630,7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,20,3,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
340,Patrick de Paula,br BRA,MF,Botafogo (RJ),25.65479452,1999,6,4,284,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,16,6,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
341,Paulinho,br BRA,"MF,FW",Vasco da Gama,28.32054795,1997,5,2,155,1.7,0,0,0,0,0,0,1,0,0,0,0,0,3,8,2,0,0,0,0,0,0,0.02,0.02,0,0.02
342,Paulinho,br BRA,"MF,FW",Palmeiras,24.80547945,2000,4,0,89,1,0,0,0,0,0,0,0,0,0,0,0.2,0.3,1,3,8,0,0,0,0,0,0.03,0.22,0.25,0.03,0.25
343,Caio Paulista,br BRA,DF,Atlético Mineiro,26.98356164,1998,3,2,119,1.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,11,10,0,0,0,0,0,0.12,0.08,0.2,0.12,0.2
344,Marcos Paulo,br BRA,DF,Juventude,22.29315068,2003,2,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,0,0,0,0,0,0,0,0.06,0.06,0,0.06
345,Cristian Pavón,ar ARG,FW,Grêmio,29.28493151,1996,4,3,214,2.4,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,5,7,24,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
346,Dimitri Payet,fr FRA,MF,Vasco da Gama,38.10136986,1987,4,2,191,2.1,0,2,2,0,0,0,0,0,0.1,0.1,1.2,1.3,5,10,16,0,0.94,0.94,0,0.94,0.03,0.57,0.6,0.03,0.6
347,Pedro,br BRA,FW,Flamengo,27.8739726,1997,4,2,201,2.2,4,1,5,3,1,2,0,0,3.2,1.4,0.3,1.7,1,1,9,1.79,0.45,2.24,1.34,1.79,1.41,0.12,1.53,0.63,0.75
348,João Pedro Chermont,br BRA,DF,Santos,19.29315068,2006,5,2,249,2.8,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,4,9,12,0,0,0,0,0,0.02,0.29,0.31,0.02,0.31
349,João Pedro,br BRA,DF,Corinthians,21.34246575,2003,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
350,João Pedro,br BRA,DF,Grêmio,28.46849315,1996,4,3,298,3.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,19,12,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
351,João Pedro Pepê,br BRA,MF,Vitória,27.3260274,1998,4,2,175,1.9,0,0,0,0,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0
352,Léo Pereira,br BRA,DF,Flamengo,29.25753425,1996,7,7,627,7,1,0,1,1,0,0,1,0,0.9,0.9,0,0.9,4,32,0,0.14,0,0.14,0.14,0.14,0.13,0.01,0.13,0.13,0.13
353,Matheus Pereira,br BRA,MF,Cruzeiro,29,1996,6,5,456,5.1,0,0,0,0,0,0,2,0,0.5,0.5,0.5,1,10,27,25,0,0,0,0,0,0.09,0.1,0.19,0.09,0.19
354,Luan Peres Petroni,br BRA,DF,Santos,30.79452055,1994,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0.03,0.03,0,0.03
355,Pernambuco,br BRA,"FW,MF",Juventude,27.01917808,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,2,4,0,0,0,0,0,0.46,0.12,0.58,0.46,0.58
356,Petterson,br BRA,MF,Juventude,21.33150685,2004,2,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,1,4,0,0,0,0,0,0.11,0,0.11,0.11,0.11
357,Yago Pikachu,br BRA,"DF,MF",Fortaleza,32.91506849,1992,7,6,522,5.8,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,9,17,28,0,0,0,0,0,0.12,0.12,0.24,0.12,0.24
358,Joaquín Piquerez,uy URU,"DF,MF",Palmeiras,26.69589041,1998,7,6,585,6.5,2,0,2,1,1,1,0,0,1,0.2,0.6,0.8,9,36,38,0.31,0,0.31,0.15,0.15,0.15,0.09,0.24,0.03,0.12
359,Rafael Pires,br BRA,GK,São Paulo,35.86575342,1989,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Lucas Piton,br BRA,DF,Vasco da Gama,24.56986301,2000,6,6,540,6,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,12,27,35,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09
361,Isidro Pitta,py PAR,FW,RB Bragantino,25.72328767,1999,5,0,81,0.9,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,5,3,5,1.11,0,1.11,1.11,1.11,0.17,0.08,0.25,0.17,0.25
362,Diego Pituca,br BRA,MF,Santos,32.72054795,1992,6,2,202,2.2,1,0,1,1,0,0,2,0,0.1,0.1,0.1,0.2,3,9,7,0.45,0,0.45,0.45,0.45,0.05,0.03,0.08,0.05,0.08
363,Gonzalo Plata,ec ECU,"FW,MF",Flamengo,24.50684932,2000,6,1,214,2.4,1,0,1,1,0,0,0,0,1,1,0.3,1.3,3,14,16,0.42,0,0.42,0.42,0.42,0.42,0.13,0.55,0.42,0.55
364,Tomas Pochettino,ar ARG,MF,Fortaleza,29.25479452,1996,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.06,0.06,0,0.06
365,Mateo Ponte,uy URU,DF,Botafogo (RJ),21.94794521,2003,5,0,100,1.1,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,3,2,15,0.9,0,0.9,0.9,0.9,0.47,0.19,0.65,0.47,0.65
366,Gustavo Prado,br BRA,"MF,FW",Internacional,19.91232877,2005,2,0,44,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,2,0,0,0,0,0,0.12,0,0.12,0.12,0.12
367,Lucca Prior,br BRA,FW,Fortaleza,21.22465753,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,4,0,0,0,0,0,0.09,0.33,0.42,0.09,0.42
368,Erick Pulga,br BRA,FW,Bahia,24.5890411,2000,7,5,483,5.4,1,1,2,1,0,0,0,0,1.4,1.4,1.6,2.9,43,11,45,0.19,0.19,0.37,0.19,0.37,0.25,0.29,0.55,0.25,0.55
369,Erick Pulgar,cl CHI,MF,Flamengo,31.30136986,1994,7,7,581,6.5,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.4,1,23,7,0.15,0,0.15,0.15,0.15,0.02,0.05,0.07,0.02,0.07
370,Du Queiroz,br BRA,MF,Sport Recife,25.29041096,2000,7,6,453,5,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.2,11,21,25,0,0,0,0,0,0.13,0.11,0.23,0.13,0.23
371,Igor Rabello,br BRA,FW,Atlético Mineiro,30.01917808,1995,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,André Ramalho,br BRA,DF,Corinthians,33.21369863,1992,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,17,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
373,Eric Ramires,br BRA,MF,RB Bragantino,24.73424658,2000,6,3,324,3.6,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,4,17,9,0.28,0,0.28,0.28,0.28,0.16,0.03,0.19,0.16,0.19
374,Ramon,br BRA,DF,Internacional,24.14520548,2001,2,1,100,1.1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0
375,Lucas Ramon,br BRA,DF,Mirassol,31.16164384,1994,5,5,399,4.4,1,1,2,1,0,0,1,0,0.2,0.2,0.9,1.1,8,17,22,0.23,0.23,0.45,0.23,0.45,0.04,0.2,0.24,0.04,0.24
376,Santi Ramos Mingo,ar ARG,DF,Bahia,23.45205479,2001,7,7,630,7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,10,29,0,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
377,Rafael Ramos,pt POR,DF,Ceará,30.31780822,1995,5,2,244,2.7,0,0,0,0,0,0,1,0,0,0,0.2,0.2,5,10,6,0,0,0,0,0,0,0.08,0.08,0,0.08
378,Raniele,br BRA,MF,Corinthians,28.34246575,1996,6,6,420,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,6,16,4,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11
379,Wellington Rato,br BRA,"FW,MF",Vitória,32.85205479,1992,3,1,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,1,7,7,0.74,0,0.74,0.74,0.74,0.08,0.13,0.21,0.08,0.21
380,Pedro Raul,br BRA,FW,Ceará,28.49589041,1996,7,7,615,6.8,4,0,4,3,1,1,2,0,3.4,2.6,1.5,4.1,4,11,23,0.59,0,0.59,0.44,0.44,0.49,0.23,0.72,0.38,0.6
381,Reginaldo,br BRA,DF,Juventude,32.19726027,1993,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,Reinaldo,br BRA,DF,Mirassol,35.6,1989,6,5,461,5.1,4,0,4,2,2,3,2,0,3.2,0.8,0.1,0.9,10,33,18,0.78,0,0.78,0.39,0.39,0.62,0.03,0.64,0.15,0.18
383,Cristian Renato,br BRA,FW,Mirassol,25.20821918,2000,5,3,301,3.3,1,1,2,1,0,0,1,0,1.4,1.4,0.2,1.6,1,1,22,0.3,0.3,0.6,0.3,0.6,0.42,0.06,0.48,0.42,0.48
384,Renê,br BRA,DF,Fluminense,32.63835616,1992,6,6,532,5.9,1,0,1,1,0,0,0,0,0.1,0.1,0.6,0.7,19,29,17,0.17,0,0.17,0.17,0.17,0.01,0.11,0.12,0.01,0.12
385,Everton Ribeiro,br BRA,MF,Bahia,36.06849315,1989,6,4,315,3.5,1,0,1,0,1,1,3,1,0.8,0,1.4,1.4,13,27,11,0.29,0,0.29,0,0,0.24,0.39,0.63,0.01,0.41
386,Ricardo,br BRA,MF,Vitória,31.18356164,1994,7,5,356,4,0,0,0,0,0,0,1,0,0,0,0,0,1,16,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01
387,João Ricardo Riedi,br BRA,GK,Fortaleza,36.66027397,1988,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
388,Charles Rigon Matos,br BRA,"DF,MF",Corinthians,28.87671233,1996,2,0,46,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0
389,Tomás Rincón,ve VEN,MF,Santos,37.30684932,1988,2,1,105,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,8,3,0,0,0,0,0,0.12,0.05,0.17,0.12,0.17
390,Richard Ríos,co COL,MF,Palmeiras,24.92328767,2000,6,6,460,5.1,0,2,2,0,0,0,2,0,0.3,0.3,0.7,1,4,17,18,0,0.39,0.39,0,0.39,0.07,0.14,0.2,0.07,0.2
391,Christian Rivera,co COL,MF,Sport Recife,29.30410959,1996,6,6,509,5.7,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,2,17,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
392,Sergio Rochet,uy URU,GK,Internacional,32.11780822,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Rodrigo,br BRA,"FW,MF",São Paulo,21.1369863,2004,3,0,21,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
394,Guzmán Rodríguez,uy URU,DF,RB Bragantino,25.23561644,2000,6,6,540,6,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,2,17,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03
395,Luciano Rodríguez,uy URU,FW,Bahia,21.80273973,2003,6,3,281,3.1,0,0,0,0,0,0,1,0,0.8,0.8,0,0.8,7,4,20,0,0,0,0,0,0.25,0,0.25,0.25,0.25
396,Santiago Rodríguez,uy URU,"MF,FW",Botafogo (RJ),25.32054795,2000,3,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,2,4,0,0,0,0,0,0.21,0,0.21,0.21,0.21
397,Rodriguinho,br BRA,FW,Cruzeiro,21.91506849,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
398,Agustín Rogel,uy URU,DF,Internacional,27.54794521,1997,4,4,360,4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,6,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02
399,Benjamín Rollheiser,ar ARG,"MF,FW",Santos,25.11506849,2000,7,6,466,5.2,0,0,0,0,0,0,2,0,0.1,0.1,0.9,1,15,30,22,0,0,0,0,0,0.02,0.17,0.19,0.02,0.19
400,Iván Román,cl CHI,DF,Atlético Mineiro,18.81369863,2006,2,1,92,1,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,0,6,1,0,0,0,0,0,0.4,0,0.4,0.4,0.4
401,Romarinho,br BRA,FW,Sport Recife,31.17808219,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
402,Ángel Romero,py PAR,"FW,MF",Corinthians,32.83561644,1992,7,5,445,4.9,0,1,1,0,0,0,1,0,0.7,0.7,1.1,1.8,9,19,41,0,0.2,0.2,0,0.2,0.14,0.21,0.36,0.14,0.36
403,Lucas Romero,ar ARG,MF,Cruzeiro,31.04657534,1994,7,6,584,6.5,1,1,2,1,0,0,3,0,0.1,0.1,0.1,0.2,3,26,2,0.15,0.15,0.31,0.15,0.31,0.02,0.01,0.04,0.02,0.04
404,Óscar Romero,py PAR,MF,Internacional,32.83561644,1992,5,1,143,1.6,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,5,10,5,0,0.63,0.63,0,0.63,0.1,0.2,0.3,0.1,0.3
405,Romulo,br BRA,MF,Ceará,23.57534247,2001,5,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,10,5,0,0,0,0,0,0.06,0.35,0.41,0.06,0.41
406,Rômulo,br BRA,DF,Atlético Mineiro,21.25753425,2004,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
407,Ronald,br BRA,MF,Vitória,27.87945205,1997,5,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.4,7,23,7,0,0,0,0,0,0.02,0.12,0.14,0.02,0.14
408,Ronaldo,br BRA,GK,Bahia,28.70136986,1996,4,4,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Ronaldo,br BRA,MF,Internacional,28.53150685,1996,7,2,328,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,12,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
410,Budiga Roni,br BRA,MF,Mirassol,26.05479452,1999,2,0,39,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
411,Rony,br BRA,"FW,MF",Atlético Mineiro,29.98356164,1995,6,6,518,5.8,2,0,2,2,0,0,1,0,2.5,2.5,0.1,2.5,8,14,41,0.35,0,0.35,0.35,0.35,0.43,0.01,0.44,0.43,0.44
412,Vitor Roque,br BRA,FW,Palmeiras,20.18082192,2005,7,4,385,4.3,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,13,6,27,0.23,0,0.23,0.23,0.23,0.35,0.08,0.44,0.35,0.44
413,Diego Rosa,br BRA,"MF,DF",Internacional,22.56164384,2002,3,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0.07,0.07,0,0.07
414,Matheus Rossetto,br BRA,MF,Fortaleza,28.92054795,1996,5,5,380,4.2,0,0,0,0,0,0,0,0,0,0,0,0,3,30,4,0,0,0,0,0,0,0,0,0,0
415,Agustín Rossi,ar ARG,GK,Flamengo,29.70410959,1995,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Ruan,br BRA,DF,São Paulo,25.90958904,1999,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
417,Rubens,br BRA,"MF,DF",Atlético Mineiro,23.87123288,2001,6,4,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,21,14,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05
418,Alan Ruschel,br BRA,DF,Juventude,35.69863014,1989,3,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,9,5,0,0,0,0,0,0,0.03,0.03,0,0.03
419,Rwan,br BRA,FW,Botafogo (RJ),23.95890411,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35
420,José Sabino,br BRA,DF,São Paulo,28.5260274,1996,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0.1,3,23,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
421,Rodrigo Sam,br BRA,DF,Juventude,29.78082192,1995,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
422,Alex Sandro,br BRA,DF,Flamengo,34.27123288,1991,5,5,397,4.4,0,0,0,0,0,0,0,0,0,0,0.6,0.7,7,47,8,0,0,0,0,0,0,0.15,0.15,0,0.15
423,Agustín Sant'Anna,uy URU,DF,RB Bragantino,27.60273973,1997,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0.13,0.17,0.3,0.13,0.3
424,Alex Santana,br BRA,MF,Corinthians,29.97808219,1995,2,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,1,0,0,0,0,0,0.12,0,0.12,0.12,0.12
425,Ademir Santos,br BRA,FW,Bahia,30.21369863,1995,7,5,392,4.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,12,47,0,0,0,0,0,0.18,0.09,0.27,0.18,0.27
426,Eduardo Santos,br BRA,DF,RB Bragantino,27.43287671,1997,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
427,Júnior Santos,br BRA,MF,Atlético Mineiro,30.56438356,1994,2,0,39,0.4,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,2,0,2,0,0,0,0,0,1.42,0.06,1.49,1.42,1.49
428,Renzo Saravia,ar ARG,DF,Atlético Mineiro,31.88493151,1993,4,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,7,0,0,0,0,0,0.08,0,0.08,0.08,0.08
